playerId,franchiseId,decade,season,position,games,gamesStarted
aguaylu01,nyy,1980s,1988,2B,13,7
aguaylu01,nyy,1980s,1988,3B,33,29
aguaylu01,nyy,1980s,1988,SS,6,1
balbost01,nyy,1980s,1982,1B,26,25
balbost01,nyy,1980s,1983,1B,23,23
balbost01,nyy,1980s,1989,1B,20,15
baylodo01,nyy,1980s,1983,1B,1,1
berrada01,nyy,1980s,1985,3B,41,33
berrada01,nyy,1980s,1985,SS,6,0
berrada01,nyy,1980s,1986,3B,18,16
berrada01,nyy,1980s,1986,SS,19,15
bonilju01,nyy,1980s,1987,2B,22,17
bonilju01,nyy,1980s,1987,3B,1,0
bradlsc01,nyy,1980s,1985,C,3,3
brookto01,nyy,1980s,1989,2B,5,1
brookto01,nyy,1980s,1989,3B,51,36
brookto01,nyy,1980s,1989,SS,7,1
campabe01,nyy,1980s,1983,2B,32,17
campabe01,nyy,1980s,1983,3B,24,17
ceronri01,nyy,1980s,1980,C,147,146
ceronri01,nyy,1980s,1981,C,69,64
ceronri01,nyy,1980s,1982,C,89,86
ceronri01,nyy,1980s,1983,3B,1,0
ceronri01,nyy,1980s,1983,C,78,72
ceronri01,nyy,1980s,1984,C,38,36
ceronri01,nyy,1980s,1987,1B,2,0
ceronri01,nyy,1980s,1987,C,111,86
clarkja01,nyy,1980s,1988,1B,10,10
collida02,nyy,1980s,1982,1B,52,37
dentbu01,nyy,1980s,1980,SS,141,141
dentbu01,nyy,1980s,1981,SS,73,73
dentbu01,nyy,1980s,1982,SS,58,50
doylebr01,nyy,1980s,1980,2B,20,12
doylebr01,nyy,1980s,1980,3B,2,0
doylebr01,nyy,1980s,1980,SS,12,11
espinal01,nyy,1980s,1989,SS,146,144
fischmi01,nyy,1980s,1986,2B,27,11
fischmi01,nyy,1980s,1986,SS,42,24
foliti01,nyy,1980s,1984,1B,2,0
foliti01,nyy,1980s,1984,2B,21,13
foliti01,nyy,1980s,1984,3B,10,8
foliti01,nyy,1980s,1984,SS,28,20
footeba01,nyy,1980s,1981,1B,1,1
footeba01,nyy,1980s,1981,C,34,32
footeba01,nyy,1980s,1982,C,17,14
gerenbo01,nyy,1980s,1989,C,60,56
griffke01,nyy,1980s,1983,1B,101,95
griffke01,nyy,1980s,1984,1B,27,26
griffke01,nyy,1980s,1985,1B,1,0
harrato01,nyy,1980s,1984,2B,4,2
harrato01,nyy,1980s,1984,3B,74,62
hassero01,nyy,1980s,1985,1B,2,1
hassero01,nyy,1980s,1985,C,69,65
hassero01,nyy,1980s,1986,C,51,48
hobsobu01,nyy,1980s,1982,1B,11,3
hudlere01,nyy,1980s,1985,1B,1,1
hudlere01,nyy,1980s,1985,2B,16,15
hudlere01,nyy,1980s,1985,SS,1,0
mattido01,nyy,1980s,1983,1B,42,28
mattido01,nyy,1980s,1983,2B,1,0
mattido01,nyy,1980s,1984,1B,133,131
mattido01,nyy,1980s,1985,1B,159,159
mattido01,nyy,1980s,1986,1B,160,159
mattido01,nyy,1980s,1986,3B,3,2
mattido01,nyy,1980s,1987,1B,140,139
mattido01,nyy,1980s,1988,1B,143,141
mattido01,nyy,1980s,1989,1B,145,141
maybejo01,nyy,1980s,1982,1B,63,58
mazzile01,nyy,1980s,1982,1B,23,23
meachbo01,nyy,1980s,1983,3B,4,2
meachbo01,nyy,1980s,1983,SS,18,11
meachbo01,nyy,1980s,1984,2B,2,2
meachbo01,nyy,1980s,1984,SS,96,94
meachbo01,nyy,1980s,1985,SS,155,153
meachbo01,nyy,1980s,1986,SS,56,50
meachbo01,nyy,1980s,1987,2B,25,17
meachbo01,nyy,1980s,1987,SS,56,45
meachbo01,nyy,1980s,1988,2B,21,16
meachbo01,nyy,1980s,1988,3B,5,4
meachbo01,nyy,1980s,1988,SS,24,9
milbola01,nyy,1980s,1981,2B,14,12
milbola01,nyy,1980s,1981,3B,3,0
milbola01,nyy,1980s,1981,SS,39,29
milbola01,nyy,1980s,1983,2B,19,14
milbola01,nyy,1980s,1983,3B,4,1
milbola01,nyy,1980s,1983,SS,6,3
nettlgr01,nyy,1980s,1980,3B,88,85
nettlgr01,nyy,1980s,1980,SS,1,0
nettlgr01,nyy,1980s,1981,3B,97,96
nettlgr01,nyy,1980s,1982,3B,113,109
nettlgr01,nyy,1980s,1983,3B,126,120
oatesjo01,nyy,1980s,1980,C,39,15
paglimi01,nyy,1980s,1984,3B,67,57
paglimi01,nyy,1980s,1985,3B,134,96
paglimi01,nyy,1980s,1986,3B,143,133
paglimi01,nyy,1980s,1986,SS,2,0
paglimi01,nyy,1980s,1987,1B,1,0
paglimi01,nyy,1980s,1987,3B,147,138
paglimi01,nyy,1980s,1988,3B,124,112
paglimi01,nyy,1980s,1989,3B,69,59
pasquda01,nyy,1980s,1986,1B,5,2
pasquda01,nyy,1980s,1987,1B,12,8
phelpke01,nyy,1980s,1988,1B,1,0
phelpke01,nyy,1980s,1989,1B,8,4
randowi01,nyy,1980s,1980,2B,138,137
randowi01,nyy,1980s,1981,2B,93,93
randowi01,nyy,1980s,1982,2B,142,140
randowi01,nyy,1980s,1983,2B,104,103
randowi01,nyy,1980s,1984,2B,142,141
randowi01,nyy,1980s,1985,2B,143,141
randowi01,nyy,1980s,1986,2B,139,137
randowi01,nyy,1980s,1987,2B,119,119
randowi01,nyy,1980s,1988,2B,110,107
reverda01,nyy,1980s,1981,1B,44,31
roberan01,nyy,1980s,1982,2B,15,10
roberan01,nyy,1980s,1982,3B,2,0
roberan01,nyy,1980s,1982,SS,27,22
roberan01,nyy,1980s,1983,2B,29,28
roberan01,nyy,1980s,1983,SS,78,62
roberan01,nyy,1980s,1984,2B,6,2
roberan01,nyy,1980s,1984,SS,49,40
roberan01,nyy,1980s,1985,2B,2,2
roberan01,nyy,1980s,1985,3B,33,32
roberan01,nyy,1980s,1985,SS,14,8
rodriau01,nyy,1980s,1980,2B,6,3
rodriau01,nyy,1980s,1980,3B,49,43
rodriau01,nyy,1980s,1981,1B,1,1
rodriau01,nyy,1980s,1981,2B,3,0
rodriau01,nyy,1980s,1981,3B,20,11
roeniga01,nyy,1980s,1986,1B,2,1
roeniga01,nyy,1980s,1986,3B,3,0
salasma01,nyy,1980s,1987,C,41,30
santara01,nyy,1980s,1988,SS,148,147
saxst01,nyy,1980s,1989,2B,158,158
skinnjo01,nyy,1980s,1986,C,54,52
skinnjo01,nyy,1980s,1987,C,64,46
skinnjo01,nyy,1980s,1988,1B,1,0
skinnjo01,nyy,1980s,1988,C,85,72
slaugdo01,nyy,1980s,1988,C,94,87
slaugdo01,nyy,1980s,1989,C,105,93
smallro02,nyy,1980s,1982,2B,1,0
smallro02,nyy,1980s,1982,3B,53,49
smallro02,nyy,1980s,1982,SS,89,81
smallro02,nyy,1980s,1983,1B,22,15
smallro02,nyy,1980s,1983,3B,26,22
smallro02,nyy,1980s,1983,SS,91,86
smallro02,nyy,1980s,1984,1B,5,5
smallro02,nyy,1980s,1984,3B,35,35
smallro02,nyy,1980s,1984,SS,13,6
soderer01,nyy,1980s,1980,3B,37,31
spencji01,nyy,1980s,1980,1B,75,62
spencji01,nyy,1980s,1981,1B,25,20
stanlfr01,nyy,1980s,1980,2B,17,7
stanlfr01,nyy,1980s,1980,3B,12,3
stanlfr01,nyy,1980s,1980,SS,19,10
tollewa01,nyy,1980s,1986,2B,3,1
tollewa01,nyy,1980s,1986,3B,7,5
tollewa01,nyy,1980s,1986,SS,56,53
tollewa01,nyy,1980s,1987,3B,3,1
tollewa01,nyy,1980s,1987,SS,119,108
tollewa01,nyy,1980s,1988,2B,12,9
tollewa01,nyy,1980s,1988,3B,10,8
tollewa01,nyy,1980s,1988,SS,1,0
tollewa01,nyy,1980s,1989,2B,13,2
tollewa01,nyy,1980s,1989,3B,28,20
tollewa01,nyy,1980s,1989,SS,28,12
velarra01,nyy,1980s,1988,2B,24,21
velarra01,nyy,1980s,1988,3B,11,8
velarra01,nyy,1980s,1988,SS,14,4
velarra01,nyy,1980s,1989,3B,27,25
velarra01,nyy,1980s,1989,SS,9,4
wardga01,nyy,1980s,1987,1B,15,13
wardga01,nyy,1980s,1988,1B,11,10
wardga01,nyy,1980s,1988,3B,2,0
watsobo01,nyy,1980s,1980,1B,104,91
watsobo01,nyy,1980s,1981,1B,50,43
werthde01,nyy,1980s,1980,1B,12,8
werthde01,nyy,1980s,1980,3B,1,0
werthde01,nyy,1980s,1980,C,1,0
werthde01,nyy,1980s,1981,1B,19,9
werthde01,nyy,1980s,1981,C,3,2
winfida01,nyy,1980s,1986,3B,2,0
wynegbu01,nyy,1980s,1982,C,62,59
wynegbu01,nyy,1980s,1983,C,93,83
wynegbu01,nyy,1980s,1984,C,126,117
wynegbu01,nyy,1980s,1985,C,96,90
wynegbu01,nyy,1980s,1986,C,57,52
zuvelpa01,nyy,1980s,1986,SS,21,18
barfije01,nyy,1980s,1989,CF,18,12
barfije01,nyy,1980s,1989,RF,120,113
baylodo01,nyy,1980s,1983,LF,2,1
baylodo01,nyy,1980s,1983,RF,4,3
baylodo01,nyy,1980s,1984,LF,1,1
baylodo01,nyy,1980s,1984,RF,5,3
brookto01,nyy,1980s,1989,RF,3,2
browebo01,nyy,1980s,1989,CF,9,7
browebo01,nyy,1980s,1989,LF,1,0
browebo01,nyy,1980s,1989,RF,15,12
brownbo04,nyy,1980s,1980,CF,81,79
brownbo04,nyy,1980s,1980,LF,28,11
brownbo04,nyy,1980s,1980,RF,25,13
brownbo04,nyy,1980s,1981,CF,11,7
brownbo04,nyy,1980s,1981,LF,6,2
brownbo04,nyy,1980s,1981,RF,14,6
buhneja01,nyy,1980s,1988,CF,16,14
buhneja01,nyy,1980s,1988,LF,3,2
buhneja01,nyy,1980s,1988,RF,3,0
clarkja01,nyy,1980s,1988,LF,5,5
clarkja01,nyy,1980s,1988,RF,14,14
collida02,nyy,1980s,1982,CF,20,16
collida02,nyy,1980s,1982,LF,20,14
collida02,nyy,1980s,1982,RF,25,18
cottohe01,nyy,1980s,1985,CF,20,7
cottohe01,nyy,1980s,1985,LF,14,8
cottohe01,nyy,1980s,1985,RF,1,0
cottohe01,nyy,1980s,1986,CF,19,12
cottohe01,nyy,1980s,1986,LF,11,7
cottohe01,nyy,1980s,1987,CF,41,25
cottohe01,nyy,1980s,1987,LF,15,8
cottohe01,nyy,1980s,1987,RF,2,0
cruzjo01,nyy,1980s,1988,LF,4,3
cruzjo01,nyy,1980s,1988,RF,4,3
dayetbr01,nyy,1980s,1984,LF,55,29
dayetbr01,nyy,1980s,1984,RF,10,4
easlemi01,nyy,1980s,1986,LF,8,6
easlemi01,nyy,1980s,1986,RF,3,3
easlemi01,nyy,1980s,1987,LF,14,13
easlemi01,nyy,1980s,1987,RF,1,1
gamblos01,nyy,1980s,1980,LF,35,27
gamblos01,nyy,1980s,1980,RF,15,14
gamblos01,nyy,1980s,1981,LF,16,13
gamblos01,nyy,1980s,1981,RF,27,18
gamblos01,nyy,1980s,1982,LF,1,1
gamblos01,nyy,1980s,1982,RF,28,25
gamblos01,nyy,1980s,1983,LF,2,2
gamblos01,nyy,1980s,1983,RF,31,25
gamblos01,nyy,1980s,1984,RF,11,8
griffke01,nyy,1980s,1982,CF,27,22
griffke01,nyy,1980s,1982,RF,101,95
griffke01,nyy,1980s,1983,CF,12,11
griffke01,nyy,1980s,1983,LF,2,2
griffke01,nyy,1980s,1983,RF,1,0
griffke01,nyy,1980s,1984,CF,35,34
griffke01,nyy,1980s,1984,LF,38,34
griffke01,nyy,1980s,1984,RF,9,6
griffke01,nyy,1980s,1985,CF,5,3
griffke01,nyy,1980s,1985,LF,106,90
griffke01,nyy,1980s,1985,RF,1,1
griffke01,nyy,1980s,1986,CF,2,1
griffke01,nyy,1980s,1986,LF,50,41
griffke01,nyy,1980s,1986,RF,1,0
guidrro01,nyy,1980s,1983,CF,1,0
hallme01,nyy,1980s,1989,LF,46,41
hallme01,nyy,1980s,1989,RF,31,23
harrato01,nyy,1980s,1984,RF,1,0
henderi01,nyy,1980s,1985,CF,141,137
henderi01,nyy,1980s,1985,LF,6,3
henderi01,nyy,1980s,1986,CF,138,136
henderi01,nyy,1980s,1986,LF,11,8
henderi01,nyy,1980s,1987,CF,39,36
henderi01,nyy,1980s,1987,LF,34,33
henderi01,nyy,1980s,1988,CF,3,3
henderi01,nyy,1980s,1988,LF,135,132
henderi01,nyy,1980s,1989,LF,65,64
jacksre01,nyy,1980s,1980,RF,94,94
jacksre01,nyy,1980s,1981,RF,61,60
jonesru01,nyy,1980s,1980,CF,82,82
kellyro01,nyy,1980s,1987,CF,16,12
kellyro01,nyy,1980s,1987,RF,1,0
kellyro01,nyy,1980s,1988,CF,28,19
kellyro01,nyy,1980s,1988,LF,1,0
kellyro01,nyy,1980s,1988,RF,2,0
kellyro01,nyy,1980s,1989,CF,137,133
kempst01,nyy,1980s,1983,LF,25,20
kempst01,nyy,1980s,1983,RF,85,72
kempst01,nyy,1980s,1984,LF,75,70
kittlro01,nyy,1980s,1986,LF,1,1
kittlro01,nyy,1980s,1987,LF,2,1
lefebjo01,nyy,1980s,1980,CF,3,0
lefebjo01,nyy,1980s,1980,LF,20,15
lefebjo01,nyy,1980s,1980,RF,52,24
matavi01,nyy,1980s,1984,CF,21,16
matavi01,nyy,1980s,1984,LF,2,0
matavi01,nyy,1980s,1984,RF,8,1
mattido01,nyy,1980s,1983,LF,14,9
mattido01,nyy,1980s,1983,RF,39,28
mattido01,nyy,1980s,1984,CF,1,1
mattido01,nyy,1980s,1984,LF,13,9
mattido01,nyy,1980s,1984,RF,6,6
mattido01,nyy,1980s,1988,LF,1,1
mattido01,nyy,1980s,1989,RF,1,1
mazzile01,nyy,1980s,1982,LF,2,2
morenom01,nyy,1980s,1983,CF,48,42
morenom01,nyy,1980s,1984,CF,108,97
morenom01,nyy,1980s,1985,CF,19,11
morenom01,nyy,1980s,1985,LF,3,3
morenom01,nyy,1980s,1985,RF,4,2
mumphje01,nyy,1980s,1981,CF,79,79
mumphje01,nyy,1980s,1982,CF,123,122
mumphje01,nyy,1980s,1983,CF,83,71
murcebo01,nyy,1980s,1980,LF,44,31
murcebo01,nyy,1980s,1980,RF,18,13
pasquda01,nyy,1980s,1985,LF,31,17
pasquda01,nyy,1980s,1985,RF,6,5
pasquda01,nyy,1980s,1986,LF,71,56
pasquda01,nyy,1980s,1986,RF,12,10
pasquda01,nyy,1980s,1987,LF,61,49
pasquda01,nyy,1980s,1987,RF,14,11
phelpke01,nyy,1980s,1989,RF,1,1
pinielo01,nyy,1980s,1980,LF,102,77
pinielo01,nyy,1980s,1980,RF,1,0
pinielo01,nyy,1980s,1981,LF,11,8
pinielo01,nyy,1980s,1981,RF,25,22
pinielo01,nyy,1980s,1982,LF,12,9
pinielo01,nyy,1980s,1982,RF,28,24
pinielo01,nyy,1980s,1983,LF,15,14
pinielo01,nyy,1980s,1983,RF,28,26
pinielo01,nyy,1980s,1984,LF,15,14
pinielo01,nyy,1980s,1984,RF,9,9
polonlu01,nyy,1980s,1989,LF,53,50
roeniga01,nyy,1980s,1986,CF,3,0
roeniga01,nyy,1980s,1986,LF,33,25
roeniga01,nyy,1980s,1986,RF,2,1
salasma01,nyy,1980s,1987,LF,1,0
samplbi01,nyy,1980s,1985,CF,4,3
samplbi01,nyy,1980s,1985,LF,51,40
sandede02,nyy,1980s,1989,CF,11,9
sandede02,nyy,1980s,1989,LF,3,3
skinnjo01,nyy,1980s,1988,LF,1,0
skinnjo01,nyy,1980s,1988,RF,1,0
wardga01,nyy,1980s,1987,CF,30,25
wardga01,nyy,1980s,1987,LF,69,53
wardga01,nyy,1980s,1987,RF,5,5
wardga01,nyy,1980s,1988,CF,39,34
wardga01,nyy,1980s,1988,LF,17,10
wardga01,nyy,1980s,1988,RF,3,1
washicl01,nyy,1980s,1986,CF,19,13
washicl01,nyy,1980s,1986,LF,11,10
washicl01,nyy,1980s,1986,RF,9,6
washicl01,nyy,1980s,1987,CF,69,61
washicl01,nyy,1980s,1987,LF,2,2
washicl01,nyy,1980s,1987,RF,1,1
washicl01,nyy,1980s,1988,CF,103,91
washicl01,nyy,1980s,1988,LF,13,6
washicl01,nyy,1980s,1988,RF,8,2
werthde01,nyy,1980s,1980,LF,3,1
werthde01,nyy,1980s,1980,RF,4,4
werthde01,nyy,1980s,1981,LF,5,3
werthde01,nyy,1980s,1981,RF,4,1
winfida01,nyy,1980s,1981,CF,23,21
winfida01,nyy,1980s,1981,LF,82,80
winfida01,nyy,1980s,1982,LF,135,135
winfida01,nyy,1980s,1983,CF,39,37
winfida01,nyy,1980s,1983,LF,121,106
winfida01,nyy,1980s,1983,RF,9,6
winfida01,nyy,1980s,1984,CF,16,13
winfida01,nyy,1980s,1984,LF,1,1
winfida01,nyy,1980s,1984,RF,127,125
winfida01,nyy,1980s,1985,RF,152,152
winfida01,nyy,1980s,1986,RF,145,142
winfida01,nyy,1980s,1987,RF,145,142
winfida01,nyy,1980s,1988,RF,141,141
aldremi01,nyy,1990s,1996,1B,8,3
balbost01,nyy,1990s,1990,1B,28,20
blowemi01,nyy,1990s,1990,3B,45,42
boggswa01,nyy,1990s,1993,3B,134,129
boggswa01,nyy,1990s,1994,1B,4,2
boggswa01,nyy,1990s,1994,3B,93,87
boggswa01,nyy,1990s,1995,1B,9,6
boggswa01,nyy,1990s,1995,3B,117,105
boggswa01,nyy,1990s,1996,3B,123,120
boggswa01,nyy,1990s,1997,3B,76,70
brosisc01,nyy,1990s,1998,1B,3,1
brosisc01,nyy,1990s,1998,3B,150,147
brosisc01,nyy,1990s,1999,3B,132,130
bushho01,nyy,1990s,1998,2B,24,10
bushho01,nyy,1990s,1998,3B,3,2
bushho01,nyy,1990s,1998,SS,2,0
ceronri01,nyy,1990s,1990,2B,1,0
ceronri01,nyy,1990s,1990,C,35,29
davisru01,nyy,1990s,1995,1B,2,0
davisru01,nyy,1990s,1995,3B,34,27
duncama01,nyy,1990s,1996,2B,104,98
duncama01,nyy,1990s,1996,3B,3,3
duncama01,nyy,1990s,1997,2B,41,39
espinal01,nyy,1990s,1990,SS,150,141
espinal01,nyy,1990s,1991,3B,2,2
espinal01,nyy,1990s,1991,SS,147,136
fernato01,nyy,1990s,1995,2B,4,4
fernato01,nyy,1990s,1995,SS,103,101
fieldce01,nyy,1990s,1996,1B,9,9
fieldce01,nyy,1990s,1997,1B,8,8
foxan01,nyy,1990s,1996,2B,72,37
foxan01,nyy,1990s,1996,3B,31,9
foxan01,nyy,1990s,1996,SS,9,4
gallemi01,nyy,1990s,1992,2B,40,37
gallemi01,nyy,1990s,1992,SS,14,13
gallemi01,nyy,1990s,1993,2B,52,41
gallemi01,nyy,1990s,1993,3B,27,24
gallemi01,nyy,1990s,1993,SS,55,46
gallemi01,nyy,1990s,1994,2B,26,19
gallemi01,nyy,1990s,1994,SS,72,69
gerenbo01,nyy,1990s,1990,C,107,81
gerenbo01,nyy,1990s,1991,C,63,42
girarjo01,nyy,1990s,1996,C,120,110
girarjo01,nyy,1990s,1997,C,111,109
girarjo01,nyy,1990s,1998,C,78,76
girarjo01,nyy,1990s,1999,C,65,64
hayesch01,nyy,1990s,1992,1B,4,3
hayesch01,nyy,1990s,1992,3B,139,137
hayesch01,nyy,1990s,1996,3B,19,15
hayesch01,nyy,1990s,1997,2B,5,0
hayesch01,nyy,1990s,1997,3B,98,89
howarma01,nyy,1990s,1996,2B,30,10
howarma01,nyy,1990s,1996,3B,6,4
jamesdi01,nyy,1990s,1993,1B,1,0
jamesdi01,nyy,1990s,1995,1B,6,3
jeterde01,nyy,1990s,1995,SS,15,14
jeterde01,nyy,1990s,1996,SS,157,156
jeterde01,nyy,1990s,1997,SS,159,159
jeterde01,nyy,1990s,1998,SS,148,148
jeterde01,nyy,1990s,1999,SS,158,158
kellypa03,nyy,1990s,1991,2B,19,14
kellypa03,nyy,1990s,1991,3B,80,77
kellypa03,nyy,1990s,1992,2B,101,98
kellypa03,nyy,1990s,1993,2B,125,119
kellypa03,nyy,1990s,1994,2B,93,86
kellypa03,nyy,1990s,1995,2B,87,83
kellypa03,nyy,1990s,1997,2B,48,31
knoblch01,nyy,1990s,1998,2B,149,149
knoblch01,nyy,1990s,1999,2B,150,150
leyriji01,nyy,1990s,1990,3B,69,67
leyriji01,nyy,1990s,1990,C,11,10
leyriji01,nyy,1990s,1991,1B,3,0
leyriji01,nyy,1990s,1991,3B,18,16
leyriji01,nyy,1990s,1991,C,5,3
leyriji01,nyy,1990s,1992,1B,2,0
leyriji01,nyy,1990s,1992,2B,1,0
leyriji01,nyy,1990s,1992,3B,2,1
leyriji01,nyy,1990s,1992,C,18,13
leyriji01,nyy,1990s,1993,1B,29,24
leyriji01,nyy,1990s,1993,C,12,3
leyriji01,nyy,1990s,1994,1B,10,8
leyriji01,nyy,1990s,1994,C,37,33
leyriji01,nyy,1990s,1995,1B,18,16
leyriji01,nyy,1990s,1995,C,46,42
leyriji01,nyy,1990s,1996,1B,5,0
leyriji01,nyy,1990s,1996,2B,2,0
leyriji01,nyy,1990s,1996,3B,13,10
leyriji01,nyy,1990s,1996,C,55,50
leyriji01,nyy,1990s,1999,1B,9,9
leyriji01,nyy,1990s,1999,3B,1,1
leyriji01,nyy,1990s,1999,C,1,0
lovulto01,nyy,1990s,1991,3B,22,15
maaske01,nyy,1990s,1990,1B,57,53
maaske01,nyy,1990s,1991,1B,36,35
maaske01,nyy,1990s,1992,1B,22,15
maaske01,nyy,1990s,1993,1B,17,11
martiti02,nyy,1990s,1996,1B,151,149
martiti02,nyy,1990s,1997,1B,150,147
martiti02,nyy,1990s,1998,1B,142,139
martiti02,nyy,1990s,1999,1B,158,151
mattido01,nyy,1990s,1990,1B,89,89
mattido01,nyy,1990s,1991,1B,127,124
mattido01,nyy,1990s,1992,1B,143,138
mattido01,nyy,1990s,1993,1B,130,126
mattido01,nyy,1990s,1994,1B,97,93
mattido01,nyy,1990s,1995,1B,125,117
meulehe01,nyy,1990s,1991,1B,7,3
meulehe01,nyy,1990s,1993,1B,3,1
meulehe01,nyy,1990s,1993,3B,1,0
nokesma01,nyy,1990s,1990,C,46,37
nokesma01,nyy,1990s,1991,C,130,112
nokesma01,nyy,1990s,1992,C,111,101
nokesma01,nyy,1990s,1993,C,56,47
nokesma01,nyy,1990s,1994,1B,4,3
nokesma01,nyy,1990s,1994,C,17,13
oneilpa01,nyy,1990s,1996,1B,1,0
oneilpa01,nyy,1990s,1997,1B,2,0
owensp01,nyy,1990s,1993,SS,96,88
posadjo01,nyy,1990s,1997,C,60,52
posadjo01,nyy,1990s,1998,1B,1,1
posadjo01,nyy,1990s,1998,C,99,85
posadjo01,nyy,1990s,1999,1B,1,1
posadjo01,nyy,1990s,1999,C,109,98
sanchre01,nyy,1990s,1997,2B,37,36
sanchre01,nyy,1990s,1997,SS,6,1
saxst01,nyy,1990s,1990,2B,154,154
saxst01,nyy,1990s,1991,2B,149,148
saxst01,nyy,1990s,1991,3B,5,5
sojolu01,nyy,1990s,1997,1B,2,0
sojolu01,nyy,1990s,1997,2B,72,51
sojolu01,nyy,1990s,1997,3B,3,0
sojolu01,nyy,1990s,1997,SS,4,1
sojolu01,nyy,1990s,1998,1B,19,12
sojolu01,nyy,1990s,1998,2B,8,3
sojolu01,nyy,1990s,1998,3B,6,5
sojolu01,nyy,1990s,1998,SS,20,14
sojolu01,nyy,1990s,1999,1B,4,0
sojolu01,nyy,1990s,1999,2B,16,12
sojolu01,nyy,1990s,1999,3B,20,18
sojolu01,nyy,1990s,1999,SS,6,3
spencsh01,nyy,1990s,1998,1B,1,1
stankan01,nyy,1990s,1992,2B,34,25
stankan01,nyy,1990s,1992,SS,81,78
stanlmi02,nyy,1990s,1992,1B,4,2
stanlmi02,nyy,1990s,1992,C,55,48
stanlmi02,nyy,1990s,1993,C,122,112
stanlmi02,nyy,1990s,1994,1B,7,6
stanlmi02,nyy,1990s,1994,C,72,66
stanlmi02,nyy,1990s,1995,C,107,103
stanlmi02,nyy,1990s,1997,1B,12,7
sveumda01,nyy,1990s,1998,1B,21,8
sveumda01,nyy,1990s,1998,3B,6,5
tollewa01,nyy,1990s,1990,2B,13,6
tollewa01,nyy,1990s,1990,3B,3,0
tollewa01,nyy,1990s,1990,SS,45,13
velarra01,nyy,1990s,1990,2B,3,1
velarra01,nyy,1990s,1990,3B,74,53
velarra01,nyy,1990s,1990,SS,15,8
velarra01,nyy,1990s,1991,3B,50,33
velarra01,nyy,1990s,1991,SS,31,17
velarra01,nyy,1990s,1992,2B,3,2
velarra01,nyy,1990s,1992,3B,26,23
velarra01,nyy,1990s,1992,SS,75,68
velarra01,nyy,1990s,1993,3B,16,5
velarra01,nyy,1990s,1993,SS,26,24
velarra01,nyy,1990s,1994,2B,5,5
velarra01,nyy,1990s,1994,3B,27,22
velarra01,nyy,1990s,1994,SS,49,36
velarra01,nyy,1990s,1995,2B,62,53
velarra01,nyy,1990s,1995,3B,19,13
velarra01,nyy,1990s,1995,SS,28,24
aldremi01,nyy,1990s,1996,LF,6,5
aldremi01,nyy,1990s,1996,RF,4,1
azocaos01,nyy,1990s,1990,LF,47,38
azocaos01,nyy,1990s,1990,RF,12,11
barfije01,nyy,1990s,1990,CF,4,3
barfije01,nyy,1990s,1990,RF,151,133
barfije01,nyy,1990s,1991,RF,81,76
barfije01,nyy,1990s,1992,RF,30,26
bostoda01,nyy,1990s,1994,CF,7,7
bostoda01,nyy,1990s,1994,LF,7,0
bostoda01,nyy,1990s,1994,RF,2,0
brosisc01,nyy,1990s,1998,RF,1,0
curtich01,nyy,1990s,1997,CF,43,34
curtich01,nyy,1990s,1997,LF,53,48
curtich01,nyy,1990s,1997,RF,5,5
curtich01,nyy,1990s,1998,CF,45,38
curtich01,nyy,1990s,1998,LF,100,76
curtich01,nyy,1990s,1998,RF,9,7
curtich01,nyy,1990s,1999,CF,6,4
curtich01,nyy,1990s,1999,LF,72,47
curtich01,nyy,1990s,1999,RF,3,1
duncama01,nyy,1990s,1996,LF,2,1
duncama01,nyy,1990s,1996,RF,1,0
duncama01,nyy,1990s,1997,LF,6,6
foxan01,nyy,1990s,1996,RF,1,0
hallme01,nyy,1990s,1990,LF,36,36
hallme01,nyy,1990s,1990,RF,15,12
hallme01,nyy,1990s,1991,LF,63,55
hallme01,nyy,1990s,1991,RF,64,57
hallme01,nyy,1990s,1992,LF,99,96
hallme01,nyy,1990s,1992,RF,37,34
jamesdi01,nyy,1990s,1992,CF,12,9
jamesdi01,nyy,1990s,1992,LF,8,5
jamesdi01,nyy,1990s,1992,RF,27,18
jamesdi01,nyy,1990s,1993,CF,14,12
jamesdi01,nyy,1990s,1993,LF,91,71
jamesdi01,nyy,1990s,1993,RF,1,0
jamesdi01,nyy,1990s,1995,LF,23,20
jamesdi01,nyy,1990s,1995,RF,6,3
kellyro01,nyy,1990s,1990,CF,151,144
kellyro01,nyy,1990s,1990,LF,11,11
kellyro01,nyy,1990s,1991,CF,73,72
kellyro01,nyy,1990s,1991,LF,52,52
kellyro01,nyy,1990s,1992,CF,99,99
kellyro01,nyy,1990s,1992,LF,47,43
ledeeri01,nyy,1990s,1998,CF,3,1
ledeeri01,nyy,1990s,1998,LF,36,18
ledeeri01,nyy,1990s,1998,RF,4,1
ledeeri01,nyy,1990s,1999,CF,6,5
ledeeri01,nyy,1990s,1999,LF,69,63
ledeeri01,nyy,1990s,1999,RF,3,0
leyriji01,nyy,1990s,1990,LF,10,8
leyriji01,nyy,1990s,1990,RF,4,1
leyriji01,nyy,1990s,1992,RF,2,2
leyriji01,nyy,1990s,1993,LF,6,5
leyriji01,nyy,1990s,1993,RF,23,21
leyriji01,nyy,1990s,1996,LF,3,2
mattido01,nyy,1990s,1990,LF,1,0
meulehe01,nyy,1990s,1990,LF,23,22
